Url,Title,Overview,Genres
https://www.themoviedb.org/tv/32605-the-looney-tunes-show?language=en-US,The Looney Tunes Show,"Bugs Bunny, Daffy Duck and the rest of the “Looney Tunes” characters are back with more adventures for a new generation of viewers. The animated series features roommates Bugs and Daffy moving out of the woods and into the suburbs, interacting with their neighbors, who happen to be other ""Looney Tunes"" favorites -- including Sylvester, Tweety, Porky Pig and Foghorn Leghorn.","Animation, Comedy, Family, Kids"
https://www.themoviedb.org/tv/12895-terra-nostra?language=en-US,Terra Nostra,"This top-seller recounts the saga of Italians who immigrated to Brazil during the XIX century, seeking their fortunes in America. The forbidden love between Giulliana and Matteo flowers in the midst of the sweeping changes ushered in by the arrival of these Europeans in Brazilian towns. This great epic has thrilled viewers in more than eighty countries.",Soap
https://www.themoviedb.org/tv/16796-el-pais-de-las-mujeres?language=en-US,El País de las mujeres,El País de las mujeres is a Venezuelan telenovela that was produced by and seen on Venevisión. It was written by Leonardo Padrón and directed by Carlos Izquierdo. This telenovela lasted 188 episodes and was distributed internationally by Venevisión International.Ana Karina Manco and Víctor Cámara starred as the main protagonists.,"Drama, Soap"
https://www.themoviedb.org/tv/124124-cafe-con-aroma-de-mujer?language=en-US,The Scent of Passion,We don't have an overview translated in English. Help us expand our database by adding one.,Soap
https://www.themoviedb.org/tv/53095?language=en-US,Two Weeks,"Jang Tae San is a man who has been living a meaningless life and never thinks toward his future. He is on the run after being falsely accused of murder. Furthermore, he discovers that he has a daughter who is now suffering from leukemia. The drama spans exactly two weeks, and tells about Tae San's desperate struggles to save his daughter.","Action & Adventure, Drama"
https://www.themoviedb.org/tv/44549-nashville?language=en-US,Nashville,"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",Drama
https://www.themoviedb.org/tv/3719-48-hours?language=en-US,48 Hours,"This newsmagazine series investigates intriguing crime and justice cases that touch on all aspects of the human experience. Over its long run, the show has helped exonerate wrongly convicted people, driven the reopening — and resolution — of cold cases, and changed numerous lives. CBS News correspondents offer an in-depth look into each story, with the emphasis on solving the mystery at its heart.","News, Crime, Documentary"
https://www.themoviedb.org/tv/17463-kid-vs-kat?language=en-US,Kid vs. Kat,"Kid vs. Kat is a Canadian-American animated television series developed and produced at Studio B Productions. The show was created and co-directed by Rob Boutilier. The series is distributed by Studio B Productions. The feature revolves around a 10-year-old boy's constant battle with his sister's Sphinx cat which, in reality, is a cybernetic alien.The show premiered on YTV in Canada on October 25, 2008, aired on Disney XD in the United States on February 21, 2009, and then ended on June 4, 2011. It ran for 2 seasons, spanning 52 episodes.","Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Family, Kids"
https://www.themoviedb.org/tv/87638?language=en-US,The Legend of Xiao Zhuang,The story follows the life of Empress Dowager Xiao Zhuang.,Drama
https://www.themoviedb.org/tv/87291-los-miserables?language=en-US,Los Miserables,"A woman innocent of the crime for which she is accused, has to resist, fight and hide from everyone, especially from her main persecutor, the man she loves.",Soap
https://www.themoviedb.org/tv/25355-the-completely-mental-misadventures-of-ed-grimley?language=en-US,The Completely Mental Misadventures of Ed Grimley,"The Completely Mental Misadventures of Ed Grimley is an American animated television series, starring Martin Short's Ed Grimley, that aired on NBC from September 10 to December 3, 1988.","Animation, Comedy"
https://www.themoviedb.org/tv/246331?language=en-US,Su Ji and U Ri,A healing romance begins between fallen star doctor Jin Su Ji and stubborn newbie doctor Choi U Ri.,"Family, Drama"
https://www.themoviedb.org/tv/84969-lol-last-one-laughing?language=en-US,LOL: Last One Laughing,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",Comedy
https://www.themoviedb.org/tv/6965-the-commander?language=en-US,The Commander,"Determined and ambitious detective, Commander Clare Blake takes charge of the Serious Crime Group within the Metropolitan Police.",Drama
https://www.themoviedb.org/tv/74022-en-tierras-salvajes?language=en-US,En Tierras Salvajes,We don't have an overview translated in English. Help us expand our database by adding one.,"Drama, Soap"
https://www.themoviedb.org/tv/80623?language=en-US,BAKI,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.","Animation, Action & Adventure, Crime, Drama"
https://www.themoviedb.org/tv/214561-trailer-park-boys-the-swearnet-show?language=en-US,Trailer Park Boys: The SwearNet Show,"Take three Trailer Park Boys, add one dysfunctional TV network, stir in a bunch of illicit activity and a healthy dose of profanity. Whaddya get? A combo platter of comedy entertainment that will spawn shipping containers of laughter.",Comedy
https://www.themoviedb.org/tv/17572-kick-buttowski-suburban-daredevil?language=en-US,Kick Buttowski: Suburban Daredevil,"Clarence Buttowski, a young boy, aspires to become the world's greatest daredevil, as he gets help from Gunther, his loyal friend and partner-in-crime.","Animation, Action & Adventure, Comedy, Kids"
https://www.themoviedb.org/tv/2891-what-not-to-wear?language=en-US,What Not to Wear,"Friends and family members nominate a candidate that they consider poorly dressed and ask the show to make over the ""fashion victim."" Fashion Police Stacy London and her partner ambush the candidate and make them an offer-- they are given a $5000.00 budget for a new wardrobe, which they must purchase in New York City boutiques over the course of two days, but only on the condition that they allow Stacy & her partner to critique, and in most cases throw out, their existing wardrobe.",Reality
https://www.themoviedb.org/tv/66262-stand-up?language=en-US,Stand Up,The new humorous show in the genre of stand-up. Here people talk about their problems. Thank God we have them!,Comedy
https://www.themoviedb.org/tv/62416-fear-thy-neighbor?language=en-US,Fear Thy Neighbor,These are the terrifying tales of the unwanted neighbors who turn home sweet home into home sweet hell. A look inside the lives of horrific neighborly disputes and what happens when a simple issue turns into the worst night of a family's life. Do you really know who lives next door? This true-crime series tells the chilling tales of those with the misfortune to unwittingly take up residence within a stone’s throw of a psycho or killer.,"Crime, Documentary"
https://www.themoviedb.org/tv/46466-it-s-a-date?language=en-US,It's a Date,"It's a Date is a comedy series exploring the tension, expectation and complication of finding true love. Each new episode features a different cast tackling a different set of situations and addressing a new question each week. Should you have sex on a first date? Does age matter? How accurate are first impressions? How important is honesty on a first date?",Comedy
https://www.themoviedb.org/tv/79460-legacies?language=en-US,Legacies,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.","Sci-Fi & Fantasy, Drama"
https://www.themoviedb.org/tv/44455?language=en-US,Space Pirate Mito,"Most teenage boys have enough trouble just dealing with the pressures of school and dating, but 15-year-old Aoi Mitsukuni's life becomes exponentially more complicated when his mom returns from a long ""business trip."" He discovers that not only is his beautiful mother actually an alien, but she's the notorious Space Pirate Mito to boot!To make matters worse, the girl Aoi likes at school is actually a secret Galactic Patrol agent attempting to find and arrest his mother. No one ever said being a teenager in love was easy!","Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/34549-the-great-british-bake-off?language=en-US,The Great British Bake Off,"This British television baking competition selects from amongst its competitors the best amateur baker. The series is credited with reinvigorating interest in baking throughout the UK, and many of its participants, including winners, have gone on to start a career based on baking.",Reality
https://www.themoviedb.org/tv/80241-la-bella-y-las-bestias?language=en-US,La Bella y las Bestias,"A woman thirsty for revenge returns to Mexico to find her parents' killers, who hide behind legal facades in high society.","Action & Adventure, Drama, Crime"
https://www.themoviedb.org/tv/46252-ufo?language=en-US,UFO Robot Grendizer,"The story revolves around Duke Fleed who is a survivor of the Vega Star, raised by Dr. Umon as his adoptive son, and known as Daisuke Umon on Earth. Years after his arrival, he's faced with the threat of King Vega and his army, who want to conquer the Earth. With his friends Koji and Hikaru (and later his kid sister Maria Grace), Duke decides to fight back using his best weapon, the almighty Grendizer.","Action & Adventure, Animation, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/11366-big-brother?language=en-US,Big Brother,"A British reality television game show in which a number of contestants live in an isolated house for several weeks, trying to avoid being evicted by the public with the aim of winning a large cash prize at the end of the run.",Reality
https://www.themoviedb.org/tv/62273?language=en-US,Food Wars! Shokugeki no Soma,"Yukihira Souma's dream is to become a full-time chef in his father's restaurant and surpass his father's culinary skill. But just as Yukihira graduates from middle schools his father, Yukihira Jouichirou, closes down the restaurant to travel and cook around the world. Although downtrodden, Souma's fighting spirit is rekindled by a challenge from Jouichirou which is to survive in an elite culinary school where only 10% of the students graduate. Can Souma survive?","Animation, Comedy, Drama"
https://www.themoviedb.org/tv/18204-the-real-housewives-of-new-jersey?language=en-US,The Real Housewives of New Jersey,"We head to the Garden State for this installment of the “Housewives” franchise, focusing on affluent Jersey girls who are more than just friends. The cast has changed through the seasons but the featured housewives through the years have included Caroline Manzo, a devoted wife and mother of three adult children; former Las Vegas cosmetologist Jacqueline Laurita, who is now a full-time housewife; and Teresa Giudice, a mother of four who runs her household without help from a nanny or personal assistant.",Reality
https://www.themoviedb.org/tv/216082-zero-day?language=en-US,Zero Day,"A former U.S. President is called out of retirement to find the source of a deadly cyberattack, only to discover a vast web of lies and conspiracies.","Drama, War & Politics"
https://www.themoviedb.org/tv/2389-las-vegas?language=en-US,Las Vegas,"Ed Deline is a strict ex-CIA officer who went from being Head of Security to becoming President of Operations of the Montecito, whose job is to run the day-to-day operations of the casino. Following his departure, former Marine Danny McCoy, Ed's former protégé, becomes the Montecito's new President of Operations.","Drama, Comedy, Action & Adventure, Crime"
https://www.themoviedb.org/tv/121183-the-crossover?language=en-US,The Crossover,The coming-of-age story of basketball prodigy twins Filthy (aka Josh) and JB who learn that even though they have so much that binds them together growing up is all about discovering what makes us unique.,Drama
https://www.themoviedb.org/tv/65980?language=en-US,Prince of Stride: Alternative,"""Stride,"" is an extreme sport that involves six people on one team who run relay races through towns. Hōnan Academy and other schools compete to win eastern Japan's top Stride competition, ""End of Summer."" However, Hōnan's team has shut down. First-year high school students Takeru Fujiwara and Nana Sakurai attempt to restart the club, but they must recruit six members for the team. They ask Riku Yagami to join, but he turns them down by saying that Stride is the one thing he doesn't want to do.",Animation
https://www.themoviedb.org/tv/10222-the-real-housewives-of-orange-county?language=en-US,The Real Housewives of Orange County,"A view into the lives of several women and their families who live in one of the wealthiest communities in the country with the viewer taken ""inside the gates"" to show their lives aren't always perfect.",Reality
https://www.themoviedb.org/tv/16797-la-revancha?language=en-US,La Revancha,La Revancha is a Venezuelan telenovela that was produced by and seen on Venevisión. This telenovela lasted 247 episodes and was distributed internationally by Venevisión International.,"Soap, Drama"
https://www.themoviedb.org/tv/5194-me-eloise?language=en-US,"Me, Eloise",The story of a fun-loving little girl who lives with her nanny at the posh Plaza Hotel in New York City. Based on the beloved children’s book series.,Animation
https://www.themoviedb.org/tv/79732-she-ra-and-the-princesses-of-power?language=en-US,She-Ra and the Princesses of Power,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.","Animation, Kids, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/93649-zero-chronicle?language=en-US,Shironeko Project: Zero Chronicle,"In a world consisting of numerous isles, a young hero from the Astora Isle encounters the adventurer Kyle and follows him on an expedition on the isle. They meet a mysterious girl named Iris and a talking white cat, and together they make their way to the isle's ruins, where they find a flying island. Kyle becomes consumed by darkness there, and the party resolves to travel to the ends of the world on the flying island in order to find the seven ""Great Runes"", following Kyle's words before he disappeared.","Animation, Action & Adventure, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/42505?language=en-US,Sacred Seven,"Sacred Seven, is a 2011 Japanese science fiction anime television series produced by Sunrise under the direction of Yoshimitsu Ohashi. Script supervisor is Shin Yoshida with mechanical designs by Ippei Gyōbu. The series began broadcasting in Japan starting July 3, 2011 on the Mainichi Broadcasting System and later will be rebroadcast by TV Kanagawa, TV Aichi, Tokyo MX, and Teletama. The anime was originally licensed by Bandai Entertainment for streaming, but they shut down in 2012. At Otakon 2013, Sunrise had announced that Sacred Seven will be licensed by Sentai Filmworks.","Animation, Action & Adventure"
https://www.themoviedb.org/tv/33001-haven?language=en-US,Haven,"FBI agent Audrey Parker arrives in the small town of Haven, Maine to solve a murder and soon discovers the town's many secrets—which also hold the key to unlocking the mysteries of her lost past.","Drama, Sci-Fi & Fantasy, Mystery"
https://www.themoviedb.org/tv/27023-the-oscars?language=en-US,The Oscars,"An annual American awards ceremony honoring cinematic achievements in the film industry. The various category winners are awarded a copy of a statuette, officially the Academy Award of Merit, that is better known by its nickname Oscar.",
https://www.themoviedb.org/tv/320-fear-factor?language=en-US,Fear Factor,Competition reality series in which contestants must decide if they have the guts and determination to face their fears while outpacing the competition.,Reality
https://www.themoviedb.org/tv/2468-the-streets-of-san-francisco?language=en-US,The Streets of San Francisco,"Two police officers, the older Lt. Stone and the young upstart Inspector Keller, investigate murders and other serious crimes in San Francisco. Stone would become a second father to Keller as he learned the rigors and procedures of detective work.","Crime, Drama, Action & Adventure"
https://www.themoviedb.org/tv/30980?language=en-US,A Certain Magical Index,"Touma Kamijou is a student living in Academy City, a highly advanced place in terms of technology. Despite being gauged as a level zero esper (no powers), he possesses on his right hand the Imagine Breaker, an ability that negates any power whatsoever. Touma finds a young girl named Index who is trying to run away from Necessarius, a powerful magic organization that she is member of. Blessed with the skill of memorizing any sort of information, she holds 103,000 forbidden magical books within her head. As science and magic cross paths, Touma must face several dangers amid espers and magicians who appear in the exciting scientific town.","Animation, Sci-Fi & Fantasy, Comedy, Mystery"
https://www.themoviedb.org/tv/77532-kadin?language=en-US,Woman,"The story of mother Bahar, who carries the weight and love of two children in their hearts with enthusiasm in their hearts. Bahar, abandoned by her mother when she was eight years old, later lost her grandma and her father. When she thinks she is all alone, she meets Sarp, whom she delicately loves.",Drama
https://www.themoviedb.org/tv/1848-winx-club?language=en-US,Winx Club,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.","Kids, Animation, Sci-Fi & Fantasy, Action & Adventure, Mystery"
https://www.themoviedb.org/tv/12132-philly?language=en-US,Philly,"Philly is an American television series created by Steven Bochco that focused on criminal defense attorney Kathleen Maguire. It lasted a full season and was canceled due to low ratings. The final episode was advertised heavily as the series finale, a move not commonly used in network promotion, for a series lasting only one season.The complete series is not on DVD, but is viewable on Netflix in HD and 5.1 Surround Sound. The series briefly aired in syndication on Universal HD in 2008.",Drama
https://www.themoviedb.org/tv/21641-good-luck-charlie?language=en-US,Good Luck Charlie,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.","Comedy, Family, Kids"
https://www.themoviedb.org/tv/168-are-you-being-served?language=en-US,Are You Being Served?,"This comedy series, which follows the exploits of employees at London's fictional ""Grace Brothers"" department store, is full of sexual innuendo, slapstick, visual gags, and double entendres. Much of the show's humor parodies Britain's class system, and many of the show's characters are based on stereotypes of the period, including the effeminate Mr. Humphries and the rich, but stingy, store owner.",Comedy
https://www.themoviedb.org/tv/35305-the-ricky-gervais-show?language=en-US,The Ricky Gervais Show,"The Ricky Gervais Show is an American cartoon series produced for and broadcast by HBO and Channel 4. The series is an animated version of the popular British audio podcasts and audiobooks of the same name, which feature Ricky Gervais and Stephen Merchant, along with colleague and friend Karl Pilkington, talking about various subjects behind the microphone. The TV show consists of past audio recordings of these unscripted ""pointless conversations,"" with animation drawn in a style similar to classic era Hanna-Barbera cartoons, presenting jokes and situations in a literal context.The animated Ricky Gervais Show has aired 39 episodes across three seasons since it premiered in 2010. There were some plans for a possible fourth season which would have used newly recorded audio, but this was shelved in June 2012. Series 3 of The Ricky Gervais Show premiered on 20 April 2012 on HBO, and on 8 May 2012 on E4.","Comedy, Animation"
https://www.themoviedb.org/tv/5371-icarly?language=en-US,iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.","Comedy, Kids"
https://www.themoviedb.org/tv/12939-the-steve-wilkos-show?language=en-US,The Steve Wilkos Show,"The Steve Wilkos Show is a syndicated American tabloid talk show hosted by Steve Wilkos. The show debuted on September 10, 2007, two months after Wilkos' departure as director of security on The Jerry Springer Show.","Drama, Reality, Talk"
https://www.themoviedb.org/tv/61374?language=en-US,Tokyo Ghoul,"Ken Kaneki, a bookworm college student, meets Rize, a girl his own age with whom he shares many interests.","Animation, Drama, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/107124-animaniacs?language=en-US,Animaniacs,"Yakko, Wakko and Dot return for all-new big laughs and the occasional epic takedown of authority figures in serious need of an ego check. Joining the Warners are Starbox & Cindy on their latest play date while Pinky and the Brain's ideas for world domination lead them to all new adventures.","Animation, Comedy"
https://www.themoviedb.org/tv/58236-the-pioneer-woman?language=en-US,The Pioneer Woman,"Ree Drummond, a city gal-turned-rancher's wife, creates down-home dishes on her picturesque Oklahoma ranch. Take one sassy former city girl, her hunky rancher husband and a band of adorable kids, an extended family, cowboys, 3000 wild mustangs, a herd of cattle, and one placid basset hound and you have The Pioneer Woman. The Pioneer Woman is an open invitation into Ree Drummond's life: The award-winning blogger and best-selling cookbook author comes to Food Network and shares her special brand of home cooking, from throw-together suppers to elegant celebrations. The series, set against the incredible story of life at home on the range, is the next best thing to actually sitting on a stool in Ree's kitchen.",Reality
https://www.themoviedb.org/tv/91174-lights-out-with-david-spade?language=en-US,Lights Out with David Spade,"Specializing in celebrities, entertainment and all things apolitical, comedy legend David Spade and a panel of his comedian friends are at the roundtable and in the field to help break down the biggest headlines of the day.","Talk, Comedy"
https://www.themoviedb.org/tv/90021-werq-the-world?language=en-US,Werq the World,Follow some of your favorite queens on the Werq The World Tour! An unprecedented backstage pass and intimate look into the global phenomenon of drag. This doc-series features ten of the most famous Queens in the world as they bring their sickening performances to ferocious fans across Europe. Follow along with each Queen as they share their own personal journeys and unveil the truths about drag life on tour.,Documentary
https://www.themoviedb.org/tv/1414-the-shield?language=en-US,The Shield,The story of an inner-city Los Angeles police precinct where some of the cops aren't above breaking the rules or working against their associates to both keep the streets safe and their self-interests intact.,"Crime, Drama, Action & Adventure"
https://www.themoviedb.org/tv/18053-nurse-jackie?language=en-US,Nurse Jackie,"Every day is a matter of life and death in a hectic New York City hospital, but for Nurse Jackie that's the easiest part. Between chronic back pain that won't quit, and a personal life on the constant edge of collapse, it's going to take a white lie here, a bent rule there, and a handful of secret strategies to relieve the pain, and stay one step ahead of total disaster.","Drama, Comedy"
https://www.themoviedb.org/tv/77164-numb-chucks?language=en-US,Numb Chucks,"Before one night changed their lives, woodchuck brothers Dilweed and Fungus never saw themselves as heroes. But during a late-night-TV infomercial, they ordered a Woodchuck Morris kung-fu video. Now, they have made it their mission to become just as awesome as their kung-fu mentor. Misguided but with good intentions, the brothers become obsessed with using their newfound skills to protect the citizens in their town of Ding-a-Ling Springs. Dilweed and Fungus take on a never-ending quest to fight off danger with Morris' guidance.",Comedy
https://www.themoviedb.org/tv/10929-the-wild-wild-west?language=en-US,The Wild Wild West,"The Wild Wild West is an American television series. Developed at a time when the television western was losing ground to the spy genre, this show was conceived by its creator, Michael Garrison, as ""James Bond on horseback."" Set during the administration of President Ulysses Grant, the series followed Secret Service agents James West and Artemus Gordon as they solved crimes, protected the President, and foiled the plans of megalomaniacal villains to take over all or part of the United States.The show also featured a number of fantasy elements, such as the technologically advanced devices used by the agents and their adversaries. The combination of the Victorian era time-frame and the use of Verne-esque style technology have inspired some to give the show credit for the origins of the steam punk subculture.","Action & Adventure, Comedy, Drama, Western, Sci-Fi & Fantasy"
https://www.themoviedb.org/tv/12965-maria-la-del-barrio?language=en-US,María la del Barrio,"A brave, poor young girl is welcomed into a rich family and develops a romance with their misogynist youngest son, driving a woman already in love with him to go to great lengths to destroy their relationship.","Drama, Soap"
https://www.themoviedb.org/tv/93221-the-great-north?language=en-US,The Great North,"Follow the Alaskan adventures of the Tobin family as a single dad does his best to keep his weird bunch of kids close, especially as the artistic dreams of his only daughter lead her away from the family fishing boat and into the glamorous world of the local mall.","Animation, Comedy"
https://www.themoviedb.org/tv/42272-baby-daddy?language=en-US,Baby Daddy,"Baby Daddy follows Ben, a young man in his early 20s living the life of a bachelor in New York City with his buddy, Tucker, and his brother, Danny. Their lives are turned upside down when they come home one day to find a baby girl left on the doorstep by an ex-girlfriend of Ben's. After much deliberation, Ben decides to raise the baby with the help of his friends and his protective and sometimes over-bearing mother, Bonnie, and his close female friend, Riley.",Comedy
https://www.themoviedb.org/tv/87247-bakugan?language=en-US,Bakugan,Follow the adventures of Dan Kouzo and his best friends: the first kids on Earth to bond with the mysterious creatures known as Bakugan!,"Animation, Kids, Sci-Fi & Fantasy, Action & Adventure"
https://www.themoviedb.org/tv/40440-the-bay?language=en-US,The Bay,"The Bay follows the affluent, yet dysfunctional Bay City residents living in a town cursed by the spirit of Senator Red Garrett, the grandfather of socialite Sara Garrett. Their lives are riddled with sex, lies, & never-ending scandals.",Drama
https://www.themoviedb.org/tv/3498-wizards-of-waverly-place?language=en-US,Wizards of Waverly Place,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.","Comedy, Sci-Fi & Fantasy, Kids"
https://www.themoviedb.org/tv/18493?language=en-US,Temptation of Wife,"One night Goo Eun Jae got drunk and Jung Gyo Bin took this opportunity to take advantage of her. Eun Jae and Gyo Bin got married but their marriage is not a very blissful marriage. Eun Jae's best friend, Shin Ae Ri, openly flirts with Gyo Bin in front of Eun Jae. Gyo Bin decided that he did not want to remain married to Eun Jae and tried to kill her. Eun Jae was presumed to have drown and died. Gyo Bin thought he was successful in killing Eun Jae and moved on with Ae Ri. Months later, Eun Jae is back for revenge but she assumes the identity of another woman, Min So Hee, who had killed herself. How will Gyo Bin react to a girl who looks exactly like his presumed dead wife, Eun Jae? Will he be tempted by So Hee?",Drama
https://www.themoviedb.org/tv/18685-hasta-que-el-dinero-nos-separe?language=en-US,Hasta que el dinero nos separe,"Hasta Que el Dinero Nos Separe is a telenovela produced by Emilio Larrosa. It is a remake of the Colombian soap opera Hasta Que la Plata Nos Separe. Hasta Que el Dinero Nos Separe stars Itatí Cantoral, Pedro Fernández, Victor Noriega, Luz Elena González and Joana Benedek. The telenovela made its debut on June 29, 2009 at 8 pm in Mexico's Canal de las Estrellas, in HD in some markets, and January 18, 2010 at 8/7 pm USA's Univision, starting on April 26, 2010, it aired from 8 pm est to 10 pm est in HD in some markets, until June 1, 2010, when Soy Tu Dueña premiered on Univision at 9pm, thus returning the novela back to its former one hour airing time. On February 16, 2010 Hasta Que El dinero nos separe premiered on internet TV's bsn Latino.""The Best Telenovela of the Year 2010.""","Soap, Drama, Comedy"
https://www.themoviedb.org/tv/64874-kaijudo-rise-of-the-duel-masters?language=en-US,Kaijudo: Clash of the Duel Masters,"Kaijudo is the story of Raiden Pierce-Okamoto, aka Ray, a talented 14-year-old boy, and the two worlds in which he lives. One is the real world much like our own, and the other is a fantastical world of creatures, a parallel world made up of five civilizations, visible only to a chosen few...","Animation, Action & Adventure, Sci-Fi & Fantasy, Kids"
https://www.themoviedb.org/tv/36850-la-viuda-de-blanco?language=en-US,Blanco's Widow,"A mysterious woman arrives in the town of Trinidad looking for her past. After years of imprisonment for a crime she did not commit, the beautiful widow Alicia Guardiola returns to claim her twin boys, who are being raised by their grandmother, the feared and respected Perfecta Albarracin. Perfecta has no intention of giving up her grandchildren without a fight, and enlists her son, the handsome Diego Blanco, to help her. On opposite sides of a battle to claim two precocious boys who share dreams and magical powers, Alicia and Diego find themselves falling in love, without even suspecting the dark consequences a relationship between them will bring.","Drama, Mystery"
https://www.themoviedb.org/tv/128015-entrevias?language=en-US,Wrong Side of the Tracks,"When his teenage granddaughter falls victim to the drug dealers overtaking his neighborhood, a fed-up war veteran takes matters into his own hands.","Drama, Crime"
https://www.themoviedb.org/tv/14558-the-new-adventures-of-huckleberry-finn?language=en-US,The New Adventures of Huckleberry Finn,"The New Adventures of Huckleberry Finn is an American children's television series that originally aired on NBC from September 15, 1968 through February 23, 1969. Produced by Hanna-Barbera and based on the classic Mark Twain characters, the program starred its three live-action heroes, Huck Finn, Becky Thatcher, and Tom Sawyer, navigating weekly adventures within an animated world as they attempted to outrun a vengeful ""Injun Joe"". After the show's original run, the series continued to air in reruns as part of The Banana Splits and Friends Show syndication package.","Family, Animation"
https://www.themoviedb.org/tv/68880?language=en-US,First Love Again,"Lee Ha Jin (Myung Se Bin) is a woman who had forgotten memories of her first love. Meanwhile, Cha Do Yoon (Kim Seung Soo) is a man who is trapped in the memories of his first love. Two of them meet again after 8 years.",Family
https://www.themoviedb.org/tv/996-spenser-for-hire?language=en-US,Spenser: For Hire,"Mystery and suspense series based on Robert Parker's ""Spenser"" novels. Spenser, a private investigator living in Boston, gets involved in a new murder mystery each episode.","Drama, Crime, Mystery"
https://www.themoviedb.org/tv/9554-the-life-of-birds?language=en-US,The Life of Birds,"In the documentary series produced by the BBC, The Life of Birds, Sir David Attenborough unveils a new investigation into the behaviour of birds, perfectly adapted animals that conquer the air. This ten-part series reveals the secret of the birds' great success, their remarkable strategies for finding food, their complex social systems, and their ingenious and often bizarre ways of mating and breeding. From the high speed of large airborne hunters to long distance migrations or the bright colors of nectar feeding hummingbirds, this is the ultimate bird series that every ornithologist should not miss.",Documentary
https://www.themoviedb.org/tv/80752-see?language=en-US,See,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.","Drama, Sci-Fi & Fantasy, Action & Adventure"
https://www.themoviedb.org/tv/45356?language=en-US,The Gutsy Frog,"Hiroshi is a boy, a bit lazy in school and in his daily tasks. One day, fighting against his bullies classmates, Hiroshi accidentally fell over a frog who was jumping through Nerima, Tokyo Shakujii Park. Due to this incident, Pyonkichi, the frog, became a ""flat frog"" and his image and spirit get impregnated on Hiroshi's t-shirt. Due to this shirt being the only one that Hiroshi has kept in good shape, he is forced to wear it everyday, interacting with Pyonkichi and becoming friends. Pyonkichi has total control over the t-shirt, being able to move it at will, despite what Hiroshi may want.","Animation, Comedy"
https://www.themoviedb.org/tv/46195?language=en-US,Monogatari,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.","Animation, Comedy, Drama, Mystery"
https://www.themoviedb.org/tv/32709-mike-molly?language=en-US,Mike & Molly,A comedy about a working class Chicago couple who find love at an Overeaters Anonymous meeting.,"Comedy, Drama"
https://www.themoviedb.org/tv/6782-pucca?language=en-US,Pucca,"""Pucca"" is a TV series based on a Flash animation series published by Vooz Character Systems. It follows the trails and exploits of a South Korean girl named Pucca who is insanely in love with a prideful ninja named Garu. Meanwhile, Garu and Pucca help their town of Sooga Village out when evil ninjas attack, as well as diffuse a lot of the absurd situations that frequently plague the town. This show could best be described as a cleaned-up version of South Park meets Looney Tunes meets Naruto. There is some very subtly hidden adult humor; but most of the adult jokes would not go noticed by small children, who are the primary audience.","Animation, Sci-Fi & Fantasy, Comedy, Kids"
